search_term|displayLink|snippet|link|title|number
John Rogers+UCLA|gseis.ucla.edu|John Rogers. Professor. Other Positions. Faculty Director, Center X; Director, UCLA's Institute for Democracy, Education, and Access ( ...|https://gseis.ucla.edu/directory/john-rogers/|John Rogers  UCLA GSEIS|1
John Rogers+UCLA|idea.gseis.ucla.edu|John Rogers is a Professor at UCLA's Graduate School of Education and Information Studies and Director of UCLA's Institute for Democracy, Education, and ...|https://idea.gseis.ucla.edu/about/faculty|John Rogers|2
John Rogers+UCLA|newsroom.ucla.edu|John Rogers is a professor of education in the UCLA Graduate School of Education and Information Studies and co-founder and director of the Institute for ...|https://newsroom.ucla.edu/experts/preview/531dc1dbbd26f545e8000055/|John Rogers  Media Guide to UCLA Experts|3
John Rogers+UCLA|centerx.gseis.ucla.edu|Aug 23, 2018 ... UCLA Education Professor John Rogers has been named by State Superintendent of Public Instruction Tom Torlakson to serve on an action ...|https://centerx.gseis.ucla.edu/john-rogers-named-to-california-action-team-on-charter-schools/|John Rogers Named to California Action Team on Charter Schools ...|4
John Rogers+UCLA|newsroom.ucla.edu|UCLA's John Rogers and Megan Franke. John McDonald  November 18, 2019. Where will I live? Where will I work and how much money will I make? Where ...|https://newsroom.ucla.edu/releases/uclas-second-centennial-initiative-will-engage-l-a-area-school-teachers-and-students|UCLA's second Centennial initiative will engage L.A.-area school ...|5
John Rogers+UCLA|www.youtube.com|Sep 25, 2008 ... John Rogers, UCLA Education Professor, talks about how UCLA works to improve K-12 public education by training teachers in underserved ...|https://www.youtube.com/watch?v=rP5SgEhKxBk|John Rogers' Big UCLA Idea - YouTube|6
John Rogers+UCLA|www.utla.net|May 31, 2019 ... On Tuesday, Los Angeles voters will have a unique opportunity to bring much-needed resources to our city's public schools. I support Measure ...|https://www.utla.net/news/john-rogers-ucla-professor-endorses-measure-ee|John Rogers, UCLA professor, Endorses Measure EE  UTLA|7
John Rogers+UCLA|capitalandmain.com|May 31, 2016 ... Capital & Main is an award-winning nonprofit publication that reports from California on the most pressing economic, environmental and social ...|https://capitalandmain.com/failing-test-uclas-john-rogers-eli-broads-charter-school-takeover-dreams|Failing The Test: UCLA's John Rogers on Eli Broad's Charter School ...|8
John Rogers+UCLA|nepc.colorado.edu|Sep 5, 2012 ... John Rogers is a professor in UCLA's Graduate School of Education and Information Studies and the Director of UCLA's Institute for Democracy ...|https://nepc.colorado.edu/author/rogers-john|John Rogers  National Education Policy Center|9
John Rogers+UCLA|centerx.gseis.ucla.edu|In this week's Just Talk, John Rogers sits down with Mitchell Chang, professor of higher education at UCLA. Professor Chang, who also holds a joint appointment ...|https://centerx.gseis.ucla.edu/category/just-talk/|Just Talk – UCLA Center X|10
Jonah Rockoff+Columbia (Business)|www8.gsb.columbia.edu|Jonah E. Rockoff is a Professor of Business at the Columbia Graduate School of Business and a Research Associate at the National Bureau of Economic ...|https://www8.gsb.columbia.edu/cbs-directory/detail/jr2331|Jonah Rockoff  Columbia Business School Directory|1
Jonah Rockoff+Columbia (Business)|www0.gsb.columbia.edu|Columbia Business School 3022 Broadway, Uris Hall 603. New York, NY 10027. Phone: (212) 854-9799. Fax: (212) 316-9219. jonah.rockoff@columbia.edu ...|https://www0.gsb.columbia.edu/faculty/jrockoff/|Jonah Rockoff - Columbia Business School - Columbia University|2
Jonah Rockoff+Columbia (Business)|en.wikipedia.org|Jonah E. Rockoff is an American education economist and currently works as Professor of Finance and Economics at the Columbia Graduate School of Business.|https://en.wikipedia.org/wiki/Jonah_Rockoff|Jonah Rockoff - Wikipedia|3
Jonah Rockoff+Columbia (Business)|www0.gsb.columbia.edu|Academic Positions Held: Columbia University, Graduate School of Business Professor, 2016-present. Associate Professor with Tenure, 2012-2016|https://www0.gsb.columbia.edu/faculty/jrockoff/cv.html|Jonah Rockoff - Columbia Business School - Columbia University|4
Jonah Rockoff+Columbia (Business)|www.hamiltonproject.org|Jonah E. Rockoff is Sidney Taurel Associate Professor of Business at the Columbia Graduate School of Business and a Faculty Research Fellow at the National ...|https://www.hamiltonproject.org/people/jonah_e._rockoff|Jonah E. Rockoff  The Hamilton Project|5
Jonah Rockoff+Columbia (Business)|scholar.google.com|Jonah Rockoff. Professor of Economics, Columbia Business School. Verified email at columbia.edu - Homepage · Economics of EducationPublic Finance.|http://scholar.google.com/citations?user=ADm2OHgAAAAJ&hl=en|Jonah Rockoff - Google Scholar Citations|6
Jonah Rockoff+Columbia (Business)|www.ssrn.com|Apr 16, 2008 ... Jonah E. Rockoff. Columbia Business School - Finance and Economics; National Bureau of Economic Research (NBER). Multiple version icon ...|https://www.ssrn.com/abstract=1100663|Do Sex Offender Registration and Notification Laws Affect Criminal ...|7
Jonah Rockoff+Columbia (Business)|cepr.harvard.edu|Jonah Rockoff. Affiliated Researcher Professor of Finance and Economics Columbia Business School, Columbia University. Jonah Rockoff ...|https://cepr.harvard.edu/people/jonah-rockoff|Jonah Rockoff  Center for Education Policy Research at Harvard ...|8
Jonah Rockoff+Columbia (Business)|www.edweek.org|Jonah E. Rockoff. Columbia Business School. September, 2015*. This report presents quantitative and qualitative evidence on the expansion of the New York ...|https://www.edweek.org/media/evaluation%20of%20the%20school%20of%20one%20i3%20expansion%20--%20final%20copy.pdf|Evaluation Report on the School of One i3 Expansion Jonah E ...|9
Jonah Rockoff+Columbia (Business)|dc.alumni.columbia.edu|Please join Columbia Business School Professor Jonah Rockoff, associate professor of Finance and Economics, who will speak to his research on the impact of ...|https://dc.alumni.columbia.edu/rockoff|Rockoff - Columbia University Club of Washington, D.C.|10
Jonathan Plucker+Johns Hopkins|education.jhu.edu|Jonathan Plucker, the Julian C. Stanley Endowed Professor of Talent Development at Johns Hopkins University, works in both the Center for Talented Youth and ...|https://education.jhu.edu/directory/jonathan-plucker-phd/|Jonathan Plucker, PhD  JHU School of Education|1
Jonathan Plucker+Johns Hopkins|jplucker.com|Dr. Jonathan Plucker, Julian C. Stanley Professor of Talent Development, School of Education, Johns Hopkins University Creativity in the classroom is the focus ...|http://jplucker.com/|Dr. Jonathan Plucker|2
Jonathan Plucker+Johns Hopkins|twitter.com|... Jonathan Plucker (@JonathanPlucker). Education policy, creativity, talent development. Julian Stanley Endowed Professor at Johns Hopkins, NAGC President ...|https://twitter.com/jonathanplucker?lang=en|Jonathan Plucker (@JonathanPlucker)  Twitter|3
Jonathan Plucker+Johns Hopkins|www.nagc.org|Jonathan Plucker, Ph.D. is the Julian C. Stanley Professor of Talent Development at Johns Hopkins University. Dr. Plucker has published over 200 articles, ...|https://www.nagc.org/bio/jonathan-plucker|Jonathan Plucker  National Association for Gifted Children|4
Jonathan Plucker+Johns Hopkins|www.youtube.com|Feb 5, 2016 ... Jonathan Plucker: “Excellence Gaps: The role of translational research... Johns Hopkins University. Loading... Unsubscribe from Johns ...|https://www.youtube.com/watch?v=oL14qD9obZM|Jonathan Plucker: “Excellence Gaps: The role of translational ...|5
Jonathan Plucker+Johns Hopkins|www.linkedin.com|Jonathan Plucker. Julian C. Stanley Endowed Professor of Talent Development at Johns Hopkins University. Johns Hopkins UniversityUniversity of Virginia.|https://www.linkedin.com/in/jonathanplucker|Jonathan Plucker - Johns Hopkins University - LinkedIn|6
Jonathan Plucker+Johns Hopkins|en.wikipedia.org|Jonathan Plucker is the Julian C. Stanley Professor of Talent Development at Johns Hopkins University, where he works in ... Essentials of Creativity Assessment with James Kaufman and John Baer, and Intelligence 101 with Amber Esping.|https://en.wikipedia.org/wiki/Jonathan_A._Plucker|Jonathan A. Plucker - Wikipedia|7
Jonathan Plucker+Johns Hopkins|cty.jhu.edu|Oct 15, 2015 ... Stanley Professor of Talent Development at Johns Hopkins University. He holds a joint appointment at the Center for Talented Youth (CTY) and ...|https://cty.jhu.edu/news/ctynews/plucker-bio|Biography of Jonathan Plucker, Julian C. Stanley Professor of Talent ...|8
Jonathan Plucker+Johns Hopkins|www.researchgate.net|JONATHAN PLUCKER of Johns Hopkins University, MD (JHU)  Read 207 publications  Contact JONATHAN PLUCKER.|https://www.researchgate.net/profile/Jonathan_Plucker|JONATHAN PLUCKER  Ph.D.  Johns Hopkins University, MD  JHU ...|9
Jonathan Plucker+Johns Hopkins|cty.jhu.edu|Oct 15, 2015 ... Jonathan Plucker, a prominent education policy and talent development scholar, will join Johns Hopkins University in January as the inaugural ...|https://cty.jhu.edu/news/ctynews/prominent-policy-and-talent-development-scholar-jonathan-plucker-to-join-jhu|Prominent Policy and Talent Development Scholar Jonathan ...|10
Jonathan Zimmerman+U. Penn|www.gse.upenn.edu|Jonathan Zimmerman is one of the foremost education historians working today. His work examines how education practices and policies have developed over ...|https://www.gse.upenn.edu/academics/faculty-directory/zimmerman|Jonathan Zimmerman - Penn GSE - University of Pennsylvania|1
Jonathan Zimmerman+U. Penn|live-sas-www-history.pantheon.sas.upenn.edu|Jonathan Zimmerman. Professor of History of Education, Graduate School of ... history-dept@sas.upenn.edu 215-898-8452. Antonio Feros Department Chair.|https://live-sas-www-history.pantheon.sas.upenn.edu/people/associated-faculty/jonathan-zimmerman|Jonathan Zimmerman  Penn Arts & Sciences Department of History|2
Jonathan Zimmerman+U. Penn|www.gse.upenn.edu|May 29, 2019 ... [imageleftfaculty=5556caption=Dr. Jonathan Zimmerman]] ... The Heterodox Academy has given Penn GSE education historian Jonathan Zimmerman its 2019 Open Inquiry Leadership Award. ... You May Be Interested In ...|https://www.gse.upenn.edu/news/zimmerman-heterodox-academy-award|Zimmerman honored for advocating for open expression  Penn GSE|3
Jonathan Zimmerman+U. Penn|www.theatlantic.com|Jonathan Zimmerman is a professor of education and history at the University of Pennsylvania and the co-author of The Case for Contention: Teaching ...|https://www.theatlantic.com/author/jonathan-zimmerman/|All Stories by Jonathan Zimmerman - The Atlantic|4
Jonathan Zimmerman+U. Penn|historynewsnetwork.org|Oct 23, 2018 ... Jonathan Zimmerman teaches education and history at the University of Pennsylvania. He is the author of Campus Politics: What Everyone ...|https://historynewsnetwork.org/article/170290|Jonathan Zimmerman says colleges are failing young Trump ...|5
Jonathan Zimmerman+U. Penn|www.insidehighered.com|Jonathan Zimmerman. September 14, 2017 ... In 1915, the University of Pennsylvania fired economist Scott Nearing. He had supported a law barring child labor, ...|https://www.insidehighered.com/views/2017/09/14/academics-may-not-agree-what-amy-wax-says-should-defend-her-right-say-it-essay|Academics may not agree with what Amy Wax says but should ...|6
Jonathan Zimmerman+U. Penn|www.goacta.org|Aug 8, 2019 ... Jonathan Zimmerman is a professor of history of education at University of Pennsylvania, and a committed advocate of open inquiry and liberal ...|https://www.goacta.org/the_forum/a-conversation-with-jonathan-zimmerman-evangelizing-liberal-education|A Conversation with Jonathan Zimmerman: Evangelizing Liberal ...|7
Jonathan Zimmerman+U. Penn|www.youtube.com|Nov 1, 2017 ... Jonathan Zimmerman - You Can't Say That: Teachers and ... Zimmerman, Ph.D. - Professor of History of Education, University of Pennsylvania.|https://www.youtube.com/watch?v=9dCKBHYC_98|Jonathan Zimmerman - You Can't Say That: Teachers and ...|8
Jonathan Zimmerman+U. Penn|www.salon.com|Jonathan Zimmerman teaches education and history at the University of Pennsylvania. He is the author of “Campus Politics: What Everyone Needs to Know” ...|https://www.salon.com/writer/jonathan_zimmerman_2|Jonathan Zimmerman  Salon.com|9
Jonathan Zimmerman+U. Penn|www.inquirer.com|Sep 30, 2019 ... Jonathan Zimmerman teaches education and history at the University of Pennsylvania. He is the author of “The Amateur Hour: A History of ...|https://www.inquirer.com/opinion/commentary/free-speech-on-campus-jamie-riley-university-of-alabama-20190930.html|Should universities allow racist speech on campus?  Opinion|10
Jordan Matsudaira+Columbia (TC)|www.tc.columbia.edu|Matsudaira, Jordan D. (jm4763). Faculty Banner. Matsudaira, Jordan. Associate Professor of Economics and Education. Education Policy and Social Analysis.|https://www.tc.columbia.edu/faculty/jm4763/|Matsudaira, Jordan D. (jm4763)  Teachers College, Columbia ...|1
Jordan Matsudaira+Columbia (TC)|ccrc.tc.columbia.edu|Jordan Matsudaira is an associate professor of economics and education policy at Teachers College, Columbia University. He is also a nonresident fellow in the ...|https://ccrc.tc.columbia.edu/person/jordan-matsudaira.html|Jordan Matsudaira|2
Jordan Matsudaira+Columbia (TC)|www.matsudaira.org|Jordan Matsudaira is an Associate Professor of Economics and Education Policy at Teachers College, Columbia University. He is also a Visiting Associate ...|https://www.matsudaira.org/|Jordan Matsudaira|3
Jordan Matsudaira+Columbia (TC)|ccrc.tc.columbia.edu|Nov 14, 2018 ... ... at CCRC, get to know Senior Research Fellow Jordan Matsudaira, who spent time in the White House before coming to Teachers College.|https://ccrc.tc.columbia.edu/easyblog/inside-ccrc-jordan-matsudaira.html|Inside CCRC: Senior Research Fellow Jordan Matsudaira Targets ...|4
Jordan Matsudaira+Columbia (TC)|scholar.google.com|Follow. Jordan Matsudaira. Teachers College, Columbia University. Verified email at tc.columbia.edu - Homepage · labor economicseducationeconometrics.|http://scholar.google.com/citations?user=9Mhe3fcAAAAJ&hl=en|Jordan Matsudaira - Google Scholar Citations|5
Jordan Matsudaira+Columbia (TC)|www.linkedin.com|Jordan Matsudaira. Associate Professor of Economics and Education at Teachers College, Columbia University. Teachers College, Columbia ...|https://www.linkedin.com/in/jordan-matsudaira-0b440492|Jordan Matsudaira - Teachers College, Columbia University - LinkedIn|6
Jordan Matsudaira+Columbia (TC)|cprc.columbia.edu|Teachers College. Columbia University. New York, NY 10027 tel: (607) 229-9478 email: matsudaira@tc.columbia.edu. JORDAN D. MATSUDAIRA. Teachers ...|https://cprc.columbia.edu/sites/default/files/content/Website%20Profile%20CV/Matsudaira.pdf|JORDAN D. MATSUDAIRA|7
Jordan Matsudaira+Columbia (TC)|twitter.com|The latest Tweets from Jordan Matsudaira (@jdmatsudaira). Associate Professor of Economics and Education at Teachers College, Columbia. Former Chief ...|https://twitter.com/jdmatsudaira?lang=en|Jordan Matsudaira (@jdmatsudaira)  Twitter|8
Jordan Matsudaira+Columbia (TC)|www.povertycenter.columbia.edu|... families and children. Email: christopher.wimer@columbia.edu ... Jordan.jpg. Jordan Matsudaira Associate Professor of Economics, Teachers College|https://www.povertycenter.columbia.edu/people|People|9
Jordan Matsudaira+Columbia (TC)|employment.tc.columbia.edu|Feb 11, 2020 ... Professor Jordan Matsudaira is searching for a student to help on a variety of research projects and preparation of course materials involving ...|https://employment.tc.columbia.edu/cw/en-us/job/505196/college-work-study-research-assistant|Teachers College - Teachers College - Jobs - Columbia University|10
Joseph Murphy+Vanderbilt|peabody.vanderbilt.edu|Joseph Murphy is the Frank W. Mayborn Chair of Education and Associate Dean at Peabody College of Education of Vanderbilt University. He has also been a ...|https://peabody.vanderbilt.edu/bio/joseph-murphy|Joseph Murphy  Biography - Peabody College - Vanderbilt University|1
Joseph Murphy+Vanderbilt|news.vanderbilt.edu|Vanderbilt's Heinrich named AERA Fellow. Feb. 21, 2017—Vanderbilt education professor Carolyn J. Heinrich is among 14 scholars selected as 2017 fellows by ...|https://news.vanderbilt.edu/tag/joseph-murphy/|Joseph Murphy  Vanderbilt News  Vanderbilt University|2
Joseph Murphy+Vanderbilt|www.ratemyprofessors.com|Rating and reviews for Joseph Murphy from Vanderbilt University.|https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1853187|Joseph Murphy at Vanderbilt University - RateMyProfessors.com|3
Joseph Murphy+Vanderbilt|www.researchgate.net|Joseph MURPHY of Vanderbilt University, TN (Vander Bilt)  Read 305 publications  Contact Joseph MURPHY.|https://www.researchgate.net/profile/Joseph_Murphy6|Joseph MURPHY  PhD  Vanderbilt University, TN  Vander Bilt ...|4
Joseph Murphy+Vanderbilt|scholar.google.com|professor of education. Verified email at vanderbilt.edu. education ... Connecting teacher leadership and school improvement. J Murphy. Corwin Press, 2005.|http://scholar.google.com/citations?user=4srUUI0AAAAJ&hl=en|joseph f murphy - Google Scholar Citations|5
Joseph Murphy+Vanderbilt|us.sagepub.com|Joseph F. Murphy is the Frank W. Mayborn Chair and associate dean at Peabody College of Education at Vanderbilt University. He has also been a faculty ...|https://us.sagepub.com/en-us/nam/author/joseph-f-murphy|Murphy, Joseph  SAGE Publications Inc|6
Joseph Murphy+Vanderbilt|www.linkedin.com|View Joseph Murphy's profile on LinkedIn, the world's largest professional community. Joseph has 1 job listed on their profile. See the complete profile on ...|https://www.linkedin.com/in/joseph-murphy-5b013813|Joseph Murphy - professor - Vanderbilt University  LinkedIn|7
Joseph Murphy+Vanderbilt|www.vanderbilt.edu|Joe Murphy. Assistant Director of Athletic Bands. Murphy. Joe Murphy is one of the top recording tuba and acoustic/electric bass ...|https://www.vanderbilt.edu/vuband/directorsandstaff.php|Directors and Staff  Vanderbilt University Bands  Vanderbilt University|8
Joseph Murphy+Vanderbilt|iris.peabody.vanderbilt.edu|Listen as Joseph Murphy discusses how professional standards reflect the role of the modern principal as an instructional leader rather than a manager (time: ...|https://iris.peabody.vanderbilt.edu/module/inc/cresource/q1/p03/inc_03_trans_murphy/|Transcript: Joseph Murphy, PhD - IRIS|9
Joseph Murphy+Vanderbilt|cdn.vanderbilt.edu|CONTACT INFORMATION. Joseph Murphy. Frank W. Mayborn Chair. Box 404 GPC. Vanderbilt University. 230 Appleton Place. Nashville, TN 37203-5721.|https://cdn.vanderbilt.edu/vu-my/wp-content/uploads/sites/584/2012/10/14100830/Panel-2-Murphy_Joseph.pdf|Joseph Murphy - Vanderbilt University's Peabody College Principal ...|10
Josh Angrist+MIT|economics.mit.edu|Joshua Angrist. Contact Information. Phone: (617) 253-8909. Email: angrist@mit.edu. Address: MIT Department of Economics The Morris and Sophie Chang ...|https://economics.mit.edu/faculty/angrist|Joshua Angrist - MIT Economics|1
Josh Angrist+MIT|en.wikipedia.org|Since 2008, he has been MIT's Ford Professor of Economics and teaches econometrics and labour economics to its students. Angrist is affiliated with the ...|https://en.wikipedia.org/wiki/Joshua_Angrist|Joshua Angrist - Wikipedia|2
Josh Angrist+MIT|economics.mit.edu|Joshua Angrist. Data and Programs. Follow these links to data and programs from many of my papers (the Angrist Data Archive) and a number of the data sets ...|https://economics.mit.edu/faculty/angrist/data1|Joshua Angrist - MIT Economics|3
Josh Angrist+MIT|scholar.google.com|Erik BloomAsian Development BankVerified email at adb.org. View all. Follow. Josh Angrist. MIT. Verified email at mit.edu. Labor EconomicsEconometrics.|http://scholar.google.com/citations?user=LmhqcScAAAAJ&hl=en|Josh Angrist - Google Scholar Citations|4
Josh Angrist+MIT|stat.mit.edu|Joshua Angrist is the Ford Professor of Economics at MIT and a Research Associate in the NBER's programs on Children, Education, and Labor Studies. A dual ...|https://stat.mit.edu/people/joshua-angrist/|People  Joshua Angrist  MIT Statistics and Data Science Center|5
Josh Angrist+MIT|www.youtube.com|Mar 5, 2019 ... We ask MIT economist Josh Angrist: Isn't econometrics boring? After a bit of a scary confrontation, we get down to the answer. He thinks this ...|https://www.youtube.com/watch?v=g0TuQGpMvjM|Josh Angrist: Isn't Econometrics Boring?! - YouTube|6
Josh Angrist+MIT|seii.mit.edu|Joshua Angrist is the Ford Professor of Economics at MIT and a Research Associate in the NBER's programs on Children, Education, and Labor Studies. A dual ...|http://seii.mit.edu/people/joshua-angrist/|Joshua Angrist - MIT SEII|7
Josh Angrist+MIT|news.mit.edu|Nov 15, 2012 ... MIT senior Noam Angrist works to reform education and health care ... moved to Israel for a year when his father — Joshua Angrist, the Ford ...|http://news.mit.edu/2012/student-profile-noam-angrist-1115|From the water to Washington  MIT News|8
Josh Angrist+MIT|www.technologyreview.com|Jan 2, 2013 ... MIT economist Josh Angrist's meticulous methods have influenced scholars for two decades. Now he's zeroing in on what makes some schools ...|https://www.technologyreview.com/s/508381/the-natural-experimenter/|The Natural Experimenter - MIT Technology Review|9
Josh Angrist+MIT|ocw.mit.edu|Instructor(s). Prof. Joshua Angrist. Prof. Victor Chernozhukov. MIT Course Number. 14.387. As Taught In. Fall 2014. Level. Graduate. Cite This Course. Close ...|https://ocw.mit.edu/courses/economics/14-387-applied-econometrics-mostly-harmless-big-data-fall-2014/|Applied Econometrics: Mostly Harmless Big Data  Economics  MIT ...|10
Josh Cowen+Michigan State|www.educ.msu.edu|Joshua Cowen is a Professor of Education Policy and the Founder and Co-Director of the Education Policy Innovation Collaborative (EPIC), a center dedicated ...|https://www.educ.msu.edu/search/FormView.aspx?email=jcowen%40msu.edu|Joshua Cowen - Directory - College of Education - Michigan State ...|1
Josh Cowen+Michigan State|twitter.com|... Josh Cowen (@joshcowenMSU). Professor of Education Policy, Co-Director of Education Policy Innovation Collaborative (EPIC) at Michigan State University; ...|https://twitter.com/joshcowenmsu?lang=en|Josh Cowen (@joshcowenMSU)  Twitter|2
Josh Cowen+Michigan State|www.youtube.com|Nov 11, 2015 ... Featuring Dr. Joshua Cowen from Michigan State University, Gale Sinatra, Harry O'neil, and Morgan Polikoff from USC Rossier School of ...|https://www.youtube.com/watch?v=HueIblV-Ydc|USC Rossier Editorial Board Panel with Dr. Joshua Cowen - YouTube|3
Josh Cowen+Michigan State|scholar.google.com|Joshua M. Cowen. Michigan State University. Verified email at msu.edu - ... JM Cowen, DJ Fleming, JF Witte, PJ Wolf, B Kisida. Policy Studies Journal 41 (1), ...|http://scholar.google.com/citations?user=a3U5OSkAAAAJ&hl=en|Joshua M. Cowen - Google Scholar Citations|4
Josh Cowen+Michigan State|research.msu.edu|Students who participate in Michigan's increasingly popular schools of choice program are more likely to be black, poor and academically weaker than their ...|https://research.msu.edu/tag/josh-cowen/|Josh Cowen  Research at Michigan State University|5
Josh Cowen+Michigan State|careers.msu.edu|May 24, 2019 ... The Research Associate will work with Professors Josh Cowen and Katharine Strunk and other EPIC faculty associates and researchers on ...|https://careers.msu.edu/en-us/job/501552/research-associatefixed-term|Research Associate-Fixed Term - Michigan State University|6
Josh Cowen+Michigan State|expertfile.com|Associate Professor of Teacher Education  Michigan State University. East Lansing, MI, UNITED STATES. Joshua Cowen's current research focuses on teacher ...|https://expertfile.com/experts/joshua.cowen/joshua-cowen|Joshua Cowen Associate Professor of Teacher Education - Expert ...|7
Josh Cowen+Michigan State|education.msu.edu|Josh Cowen The Laura and John Arnold Foundation. Michigan Education Data Research Center Supplement. Riyad Shahjahan Michigan State University Delia ...|https://education.msu.edu/irtl/awards/|Recent Awards - ORA - College of Education - Michigan State ...|8
Josh Cowen+Michigan State|michiganstate.academia.edu|Joshua M. Cowen, Ph.D. 201-B Erickson Hall ph: 517-355-2215 Michigan State University email: jcowen@msu.edu College of Education East Lansing, ...|http://michiganstate.academia.edu/JoshuaCowen/CurriculumVitae|Joshua Cowen  Michigan State University - Academia.edu|9
Josh Cowen+Michigan State|epicedpolicy.org|AUTHORS Kaitlin Anderson, Michigan State University Joshua Cowen, Michigan State University Katharine Strunk, Michigan State University A Working Paper ...|https://epicedpolicy.org/category/working-papers/|EPIC Working Papers Archives  Education Policy Innovation ...|10
Joshua Aronson+NYU|steinhardt.nyu.edu|Joshua Aronson. Associate Professor of Applied Psychology. Joshua Aronson. Phone: (212) 998-5543. Email: joshua.aronson@nyu.edu. Departments:.|https://steinhardt.nyu.edu/faculty/Joshua_Aronson|Joshua Aronson - Faculty Bio - NYU Steinhardt|1
Joshua Aronson+NYU|research.steinhardt.nyu.edu|Joshua Aronson is associate professor of developmental, social, and educational psychology at New York University. Along with Dr. Barry H. Cohen, Joshua ...|https://research.steinhardt.nyu.edu/metrocenter/staff/aronson_joshua|Joshua Aronson - Staff - NYU Steinhardt|2
Joshua Aronson+NYU|steinhardt.nyu.edu|Most of my work seeks to understand and remediate gaps in learning, standardized test performance, and well being among culturally disadvantaged students.|https://steinhardt.nyu.edu/people/joshua-aronson|Joshua Aronson  NYU Steinhardt|3
Joshua Aronson+NYU|en.wikipedia.org|Joshua Michael Aronson is an American social psychologist and Associate Professor of Applied Psychology at New York University's Steinhardt School of ...|https://en.wikipedia.org/wiki/Joshua_Aronson|Joshua Aronson - Wikipedia|4
Joshua Aronson+NYU|nyuscholars.nyu.edu|Plante, I., O'Keefe, P. A., Aronson, J., Fréchette-Simard, C. & Goulet, M., Jan 1 2018, (Accepted/In press) In : Social Psychology of Education. Research output: ...|https://nyuscholars.nyu.edu/en/persons/joshua-aronson|Joshua Aronson — NYU Scholars|5
Joshua Aronson+NYU|as.nyu.edu|Increasing Intelligence, self-control, and social skills; Race, social class, and ethnicity; Urban Education; Stereotyping/prejudice; Social psychology of education; ...|https://as.nyu.edu/faculty/josh-aronson.html|Josh Aronson - Arts & Science - NYU|6
Joshua Aronson+NYU|twitter.com|Josh Aronson NYU professor @Nurtureofintell speaks of school in NC went from bottom of state to top. What I found was answer to how you educate poor kids.|https://twitter.com/nurtureofintell?lang=en|joshua aronson (@Nurtureofintell)  Twitter|7
Joshua Aronson+NYU|www.researchgate.net|Record 1996 - 12938 ... Joshua ARONSON of New York University, NY (NYU)  Read 16 publications  Contact Joshua ARONSON.|https://www.researchgate.net/profile/Joshua_Aronson2|Joshua ARONSON  New York University, NY  NYU  Department of ...|8
Joshua Aronson+NYU|www.ascd.org|Joshua Aronson. To close ... Unpublished manuscript, New York University. ... He is also Codirector of the National Task Force on the Achievement Gap at NYU.|http://www.ascd.org/publications/educational-leadership/nov04/vol62/num03/The-Threat-of-Stereotype.aspx|The Threat of Stereotype - Educational Leadership|9
Joshua Aronson+NYU|joshua.aronson.socialpsychology.org|Nov 23, 2017 ... Joshua Aronson. Media Contact; SPN Mentor. Overview · Research · Publications · Teaching · Files · Contact ... Institution. New York University ...|http://joshua.aronson.socialpsychology.org/|Joshua Aronson|10
Joshua S. Goodman+Brandeis|www.brandeis.edu|... homepage at: www.joshua-goodman.com. I'm an applied microeconomist studying labor economics and education policy. My overarching goal is to provide ...|https://www.brandeis.edu/facultyguide/person.html?emplid=e7ed1957230298ef9d963cd707d8c760ff12e7f4|Joshua Goodman  Brandeis University|1
Joshua S. Goodman+Brandeis|www.cesifo.org|Department of Economics. MS 021, 415 South Street, 02453-2728, Waltham, USA, MA. Tel. +1 781 736 2283. Email. JoshuaGoodman@Brandeis.edu.|http://www.cesifo.org/en/node/35353|Professor Joshua S. Goodman  CESifo|2
Joshua S. Goodman+Brandeis|scholar.google.com|View all. Follow. Joshua Goodman. Brandeis University. Verified email at brandeis.edu - Homepage ... SR Cohodes, JS Goodman. American Economic Journal: ...|http://scholar.google.com/citations?user=f2WWswYAAAAJ&hl=en|Joshua Goodman - Google Scholar Citations|3
Joshua S. Goodman+Brandeis|www.nber.org|Institutional Affiliation: Brandeis University. Information about ... Published: Beth E. Schueler & Joshua S. Goodman & David J. Deming, 2017. Can States Take ...|https://www.nber.org/people/joshua_goodman|Joshua Goodman|4
Joshua S. Goodman+Brandeis|www.thecrimson.com|Jan 23, 2019 ... Last week, Harvard Kennedy School professor Joshua S. Goodman '00 received an email from a Gmail account claiming to be Long:.|https://www.thecrimson.com/flyby/article/2019/1/23/harvard-dean-scam/|The Harvard Crimson|5
Joshua S. Goodman+Brandeis|www.linkedin.com|View Joshua Goodman's profile on LinkedIn, the world's largest professional ... See the complete profile on LinkedIn and discover Joshua's connections and ...|https://www.linkedin.com/in/joshua-goodman-a4783b66|Joshua Goodman - Associate Professor of Economics - Brandeis ...|6
Joshua S. Goodman+Brandeis|twitter.com|The latest Tweets from Joshua Goodman (@JoshuaSGoodman). ... A one year gap in the data is not a big deal and there is no credible concern that this sets a ...|https://twitter.com/joshuasgoodman?lang=en|Joshua Goodman (@JoshuaSGoodman)  Twitter|7
Joshua S. Goodman+Brandeis|ideas.repec.org|Joshua S. Goodman & Michael Hurwitz & Christine Mulhern & Jonathan Smith, 2019. O Brother ... Joshua S. Goodman & Julia Melkers & Amanda Pallais, 2017.|https://ideas.repec.org/f/pgo281.html|Joshua Goodman  IDEAS/RePEc|8
